Instance,Income
123448,235979.4403
123449,81481.76414
123450,23818.25917
123451,67086.31198
123452,73313.73081
123453,285649.4
123454,42032.22296
123455,106599.5216
123456,45874.64027
123457,205681.7181
123458,134668.4268
123459,238660.9887
123460,93446.61083
123461,69919.88701
123462,113159.7443
123463,58281.26004
123464,13908.72818
123465,217360.9126
123466,46778.25233
123467,6302.068493
123468,56190.56966
123469,36212.99309
123470,57500.89902
123471,337210.0124
123472,40029.34447
123473,271683.9444
123474,142091.49
123475,171046.223
123476,54931.20815
123477,67754.83851
123478,57017.03093
123479,72153.04482
123480,75536.96274
123481,140240.3806
123482,63195.91116
123483,48099.1768
123484,125664.4508
123485,34324.295
123486,212517.2126
123487,300557.6869
123488,34015.76076
123489,30260.32913
123490,156423.9444
123491,46279.98774
123492,20864.85233
123493,121610.862
123494,34557.6269
123495,35479.89346
123496,298437.6523
123497,62033.15522
123498,33159.96118
123499,57385.20278
123500,198176.6621
123501,63165.55779
123502,43990.69326
123503,99915.7803
123504,28089.38459
123505,35123.58664
123506,36794.16518
123507,60022.28678
123508,24786.93596
123509,28336.28792
123510,36385.51671
123511,19144.82989
123512,316779.3886
123513,84245.01946
123514,101896.5896
123515,65624.89501
123516,50991.74437
123517,104224.1408
123518,3846.58439
123519,10290.7066
123520,14366.93281
123521,40544.85712
123522,90829.1198
123523,96117.31093
123524,32496.08008
123525,18390.71185
123526,147611.5653
123527,30829.40057
123528,76612.7675
123529,58164.3131
123530,113670.6485
123531,70355.42127
123532,48823.38507
123533,174040.5219
123534,70737.22952
123535,127653.4384
123536,36674.46216
123537,113856.2934
123538,96441.55041
123539,223281.7479
123540,110586.3464
123541,156484.6299
123542,79930.5553
123543,200000.1136
123544,50296.99335
123545,59018.91577
123546,56620.39256
123547,78871.23032
123548,35251.0954
123549,59824.58215
123550,30025.85236
123551,43436.06089
123552,56475.60168
123553,44221.60133
123554,182734.8958
123555,19344.34255
123556,27429.57424
123557,27709.12454
123558,32071.10086
123559,55595.41446
123560,178708.1137
123561,480357.8864
123562,191693.8351
123563,34600.4024
123564,47090.89785
123565,282776.16
123566,13055.81938
123567,136412.8683
123568,18938.16237
123569,39425.06084
123570,377145.5733
123571,58682.55972
123572,54097.27504
123573,28460.02569
123574,89351.05643
123575,21138.59721
123576,91240.79683
123577,260403.0534
123578,37139.9223
123579,192541.5309
123580,55317.00397
123581,151080.134
123582,62387.9927
123583,383767.2133
123584,107135.8456
123585,161286.6173
123586,42010.59429
123587,32271.45494
123588,30529.87734
123589,21571.04511
123590,323690.2982
123591,26421.97245
123592,16908.87859
123593,93313.74234
123594,117328.4697
123595,28824.67076
123596,619299.114
123597,56305.13966
123598,32091.79112
123599,46812.19806
123600,50258.14114
123601,85777.01793
123602,165086.0352
123603,37983.27312
123604,15709.70083
123605,14595.64687
123606,75008.18381
123607,358858.7248
123608,25652.39032
123609,52038.09319
123610,94046.26235
123611,44837.29939
123612,23804.18965
123613,38907.58995
123614,229743.4623
123615,65790.37437
123616,142392.0387
123617,562005.5482
123618,162268.7001
123619,96326.96885
123620,29588.06977
123621,73911.44504
123622,11342.80656
123623,217506.8213
123624,39262.0399
123625,60930.21353
123626,193234.8077
123627,60257.8694
123628,28567.05544
123629,165744.4713
123630,55577.65412
123631,28933.67748
123632,22248.77467
123633,24539.76463
123634,32693.63934
123635,75952.41823
123636,232126.6798
123637,52133.55917
123638,39176.03055
123639,36738.67487
123640,70725.01202
123641,121628.1652
123642,76813.71674
123643,75086.02387
123644,292490.7546
123645,7188.392442
123646,265946.2776
123647,10057.41408
123648,42019.69707
123649,11523.80399
123650,58629.11009
123651,37282.63055
123652,35107.75616
123653,30127.35633
123654,111570.7077
123655,122326.9663
123656,795013.5569
123657,1043789.82
123658,33759.17236
123659,133278.7352
123660,31391.79512
123661,123015.0793
123662,20483.12878
123663,105937.7014
123664,49510.31236
123665,154013.2357
123666,18363.96831
123667,26154.84217
123668,99668.90398
123669,249220.4669
123670,91597.63451
123671,96632.40907
123672,20828.75585
123673,39599.16617
123674,49404.46581
123675,38174.10507
123676,3103.140163
123677,15220.2822
123678,230456.6944
123679,118548.2923
123680,278752.9505
123681,56972.67306
123682,156164.6576
123683,25314.07366
123684,113102.3709
123685,54727.8501
123686,40772.01911
123687,76386.07256
123688,92035.59852
123689,6507.13955
123690,28101.25016
123691,189738.3906
123692,89313.25243
123693,35965.61864
123694,109691.8475
123695,66673.5634
123696,69200.85583
123697,29625.41723
123698,37693.46253
123699,64201.19343
123700,61799.07824
123701,77302.79639
123702,18182.16923
123703,77007.07714
123704,47490.3847
123705,252427.3008
123706,13753.93175
123707,12911.93889
123708,90697.31775
123709,7357.887433
123710,39217.63663
123711,103611.0093
123712,507189.9484
123713,30846.0529
123714,34479.45995
123715,124216.3786
123716,14074.96711
123717,21851.44386
123718,22410.17789
123719,50864.61922
123720,16699.46752
123721,44595.34233
123722,25031.15842
123723,33187.07028
123724,31123.42285
123725,74189.51831
123726,114930.4648
123727,171521.0124
123728,241854.7266
123729,90001.34758
123730,41460.62055
123731,6702.60594
123732,200029.9816
123733,281886.7427
123734,14893.54996
123735,31306.14579
123736,27510.44465
123737,521595.6782
123738,132066.092
123739,124869.2768
123740,32035.1673
123741,71397.88514
123742,10413.57117
123743,52024.76694
123744,86704.50453
123745,191365.639
123746,41404.93236
123747,37023.31196
123748,160882.3184
123749,50648.82806
123750,18023.31624
123751,45862.93371
123752,25409.67797
123753,124475.191
123754,59669.9381
123755,49806.00446
123756,349213.217
123757,30770.38515
123758,94006.82669
123759,57624.12657
123760,28385.32731
123761,178054.0341
123762,41072.40144
123763,80622.58238
123764,236719.5064
123765,28929.05312
123766,35740.50431
123767,6833.407039
123768,138033.6064
123769,34543.80261
123770,287717.245
123771,41064.42568
123772,39204.22874
123773,8937.80426
123774,30443.29189
123775,16131.12817
123776,67853.17954
123777,41599.43702
123778,449166.8284
123779,360405.6286
123780,42871.13582
123781,233823.573
123782,32727.19658
123783,16303.61046
123784,20289.16115
123785,529872.6715
123786,32293.42174
123787,70003.08307
123788,55592.36672
123789,61364.30447
123790,23509.18547
123791,69445.6807
123792,21174.96548
123793,44043.6158
123794,59951.42487
123795,42147.63212
123796,58177.40524
123797,23845.13528
123798,19702.76586
123799,235194.8872
123800,223646.67
123801,19149.51687
123802,15815.54358
123803,6447.510405
123804,31400.08218
123805,72982.5641
123806,13838.68831
123807,224328.6257
123808,74484.34896
123809,33128.28372
123810,578939.2978
123811,57669.01239
123812,105973.8373
123813,131965.3568
123814,3463.885219
123815,131076.6065
123816,166661.0088
123817,248480.6353
123818,13313.40236
123819,195391.0064
123820,80835.44633
123821,31785.63205
123822,14670.7462
123823,44841.87047
123824,298067.0932
123825,233021.1297
123826,115759.6125
123827,17823.69494
123828,72851.33171
123829,80101.17048
123830,66442.67043
123831,49708.73169
123832,181587.4121
123833,295951.5665
123834,221183.9507
123835,77278.34303
123836,67131.81057
123837,41744.01801
123838,156982.094
123839,35381.23843
123840,46396.23523
123841,31637.78669
123842,249065.7038
123843,209560.6332
123844,881490.2749
123845,55433.53316
123846,184730.8481
123847,25142.67178
123848,145239.7967
123849,31419.81665
123850,65626.42733
123851,32823.404
123852,36178.1096
123853,51637.3565
123854,20635.1259
123855,145133.7957
123856,89302.92711
123857,24854.37761
123858,14040.34488
123859,186556.7361
123860,26618.58354
123861,210047.4676
123862,276332.8063
123863,62426.89364
123864,101379.2715
123865,139685.2076
123866,58013.71391
123867,2681.959016
123868,41859.88523
123869,120694.504
123870,38504.41229
123871,13536.88992
123872,101450.1426
123873,48583.32634
123874,71859.42219
123875,228207.6333
123876,376700.7756
123877,108508.0248
123878,126528.1285
123879,235977.2725
123880,41679.34536
123881,87473.4828
123882,6301.590979
123883,24664.91187
123884,39678.69527
123885,87897.21981
123886,66557.70989
123887,171122.1289
123888,39729.43827
123889,42243.93204
123890,179621.3872
123891,190743.1814
123892,79994.07352
123893,279139.2712
123894,159139.1334
123895,118428.3042
123896,24420.01902
123897,178282.8708
123898,13612.39124
123899,168980.9937
123900,55516.11966
123901,98308.39226
123902,59246.3219
123903,89739.59785
123904,112004.752
123905,429148.8503
123906,27798.28572
123907,211236.1005
123908,92807.01438
123909,13724.05275
123910,120993.8329
123911,69653.72673
123912,117505.9995
123913,70220.86147
123914,26629.35203
123915,22969.06259
123916,162985.9408
123917,36197.44601
123918,73532.63161
123919,634046.1668
123920,27946.4431
123921,15572.1147
123922,106455.1015
123923,164768.6086
123924,221662.2943
123925,68126.69182
123926,130187.7221
123927,117639.7737
123928,107174.1211
123929,66207.25136
123930,30783.43046
123931,89910.183
123932,167814.0577
123933,142539.8844
123934,28951.97216
123935,44966.06746
123936,146563.0529
123937,227081.353
123938,86958.11605
123939,70674.82556
123940,32981.24767
123941,43062.29942
123942,255852.2106
123943,83104.38856
123944,137016.4927
123945,87258.64142
123946,99108.47818
123947,113024.7037
123948,54636.02034
123949,76869.54368
123950,52728.28042
123951,52767.8766
123952,193200.4068
123953,579933.0941
123954,45874.58347
123955,224163.3035
123956,91190.25118
123957,109610.709
123958,46130.16828
123959,192609.1814
123960,25011.97766
123961,132041.384
123962,147388.4603
123963,149103.5804
123964,21744.13778
123965,3685.237608
123966,35878.82693
123967,29175.92541
123968,46695.28675
123969,112505.6268
123970,182584.0546
123971,204872.5952
123972,130228.3401
123973,81907.24721
123974,467698.2303
123975,32101.70978
123976,43857.69139
123977,328232.2497
123978,261405.2452
123979,75190.84461
123980,25115.57701
123981,42709.16679
123982,41438.28781
123983,258142.0413
123984,35962.0153
123985,16823.04366
123986,21529.51499
123987,40307.60337
123988,60000.25139
123989,281847.096
123990,281023.1106
123991,148824.8021
123992,237888.7206
123993,51200.96335
123994,357597.7505
123995,60013.56792
123996,156845.1319
123997,163414.1736
123998,10076.6047
123999,32659.76679
124000,56077.70977
124001,86393.61056
124002,92595.33199
124003,10974.6855
124004,110801.2552
124005,25465.45848
124006,556125.5418
124007,345966.5722
124008,212889.6117
124009,37520.24758
124010,71974.45326
124011,95033.02917
124012,34970.61583
124013,22209.07752
124014,40811.10089
124015,144615.21
124016,16405.30442
124017,89612.73525
124018,53239.96008
124019,33843.46801
124020,47046.85921
124021,39759.62088
124022,54925.67584
124023,64879.98133
124024,224606.3873
124025,368783.242
124026,64500.65837
124027,186336.2728
124028,42992.2386
124029,271549.6343
124030,35048.84731
124031,81764.72743
124032,64021.92321
124033,47081.18499
124034,135780.8195
124035,131950.1957
124036,884942.4839
124037,49472.21074
124038,40925.78457
124039,51204.04329
124040,92736.88744
124041,27022.94646
124042,75858.07037
124043,169025.0518
124044,121346.9744
124045,94278.47908
124046,40067.92573
124047,197233.2534
124048,26715.18591
124049,58631.71694
124050,22263.87415
124051,30044.39219
124052,15925.09569
124053,58053.11108
124054,229508.3977
124055,62822.08783
124056,50987.17089
124057,39423.43722
124058,290629.5736
124059,50220.17971
124060,167985.395
124061,66858.8931
124062,22906.3148
124063,205273.9755
124064,201781.5611
124065,58493.48854
124066,31731.34013
124067,29067.91341
124068,41392.22996
124069,163196.7772
124070,8512.031478
124071,25062.71472
124072,70696.3011
124073,304943.2643
124074,148005.3186
124075,93462.55775
124076,84521.20511
124077,90582.83242
124078,175518.5282
124079,129374.6214
124080,229850.517
124081,63719.17548
124082,144260.4218
124083,81595.74154
124084,13960.39413
124085,36952.47723
124086,576110.1459
124087,54872.75406
124088,29354.82248
124089,104964.8073
124090,63990.95639
124091,203266.3206
124092,29852.218
124093,100381.2888
124094,99448.4855
124095,26185.06013
124096,189843.2179
124097,19118.09879
124098,14933.73387
124099,20444.00133
124100,6638.45158
124101,27986.67696
124102,72302.02796
124103,82429.39499
124104,31344.70517
124105,48921.54068
124106,83280.58007
124107,11246.25498
124108,355335.9166
124109,92532.25641
124110,23695.46468
124111,50683.37351
124112,101466.382
124113,53182.02215
124114,28237.42742
124115,37032.50618
124116,118470.7138
124117,32309.3614
124118,86896.76158
124119,40697.40723
124120,692993.0668
124121,60367.3898
124122,16895.87889
124123,99243.25014
124124,184110.2329
124125,25875.43718
124126,537411.4666
124127,89556.97989
124128,11415.90649
124129,74012.12473
124130,28298.01626
124131,71383.585
124132,787921.397
124133,43602.51598
124134,448979.9038
124135,7195.855037
124136,120003.9474
124137,44755.15472
124138,420646.0973
124139,114134.8054
124140,69382.41757
124141,110471.9944
124142,734932.9641
124143,37662.10569
124144,300383.7313
124145,53703.8299
124146,27837.90353
124147,32175.58916
124148,22680.11693
124149,98955.45679
124150,22965.656
124151,32145.89732
124152,38221.82617
124153,74486.00348
124154,29664.69981
124155,350509.3036
124156,409727.6084
124157,29424.97832
124158,89902.34005
124159,45357.7611
124160,35833.94832
124161,86123.48337
124162,35883.62199
124163,115803.0449
124164,61504.89607
124165,114686.624
124166,94499.93052
124167,45125.03177
124168,61082.08928
124169,171428.8375
124170,185698.493
124171,203568.8724
124172,87548.5128
124173,194186.5066
124174,56720.3617
124175,25320.16791
124176,28868.06527
124177,346886.9155
124178,54314.60773
124179,61072.87699
124180,21547.50107
124181,138485.3387
124182,243627.027
124183,84410.38697
124184,57133.08896
124185,11264.51979
124186,238748.985
124187,140069.3789
124188,37399.83496
124189,156954.0146
124190,310936.8489
124191,35804.05951
124192,174350.9501
124193,121653.8803
124194,76785.96148
124195,36802.2373
124196,27854.51941
124197,228533.3405
124198,403565.4516
124199,23504.35064
124200,39478.44241
124201,62766.19548
124202,22695.62505
124203,39831.9627
124204,15116.52056
124205,260132.2372
124206,25999.75929
124207,37228.92488
124208,201939.5942
124209,89477.26731
124210,155020.0765
124211,21491.26492
124212,140355.8298
124213,204074.9162
124214,94236.33803
124215,104099.5333
124216,94514.77997
124217,34993.32576
124218,7190.830574
124219,18044.3178
124220,81485.91132
124221,14111.90173
124222,42033.25058
124223,52557.82149
124224,44157.93662
124225,53193.60007
124226,407407.9406
124227,80942.22888
124228,12410.2834
124229,109964.8367
124230,19548.52808
124231,13828.71096
124232,50649.73548
124233,97655.72323
124234,183616.2217
124235,29920.91984
124236,83799.53103
124237,30958.98686
124238,721548.8766
124239,22675.15791
124240,36106.00371
124241,231508.6562
124242,31907.9475
124243,210184.6415
124244,97674.21844
124245,82271.64862
124246,394176.02
124247,130413.7766
124248,15184.43319
124249,81060.67867
124250,137050.9059
124251,102641.5846
124252,120862.8124
124253,320797.3597
124254,351131.2691
124255,18569.9647
124256,53868.37999
124257,18424.71264
124258,133418.0536
124259,27859.96201
124260,22192.793
124261,22731.96446
124262,120323.1427
124263,31824.20535
124264,54970.08547
124265,240510.5612
124266,297035.2379
124267,103812.2277
124268,249844.9647
124269,27282.42787
124270,216027.5351
124271,58632.82897
124272,82315.25913
124273,1175330.8
124274,185076.8003
124275,7317.951111
124276,425624.6143
124277,28182.25553
124278,43105.36148
124279,41927.85339
124280,39753.41431
124281,30349.12707
124282,240606.9437
124283,107759.3233
124284,252959.1529
124285,77401.29504
124286,137316.3015
124287,58569.59316
124288,51137.79139
124289,58041.33755
124290,110753.8066
124291,305797.0198
124292,51227.20538
124293,24678.70551
124294,15629.46083
124295,39256.43724
124296,52299.98655
124297,8068.197881
124298,43221.43728
124299,113372.633
124300,4688.443321
124301,7272.1425
124302,125149.3459
124303,66871.45864
124304,13023.53044
124305,58902.14245
124306,25267.00711
124307,22781.18911
124308,72791.14696
124309,72124.13624
124310,99532.56496
124311,28411.9514
124312,109009.0909
124313,30279.65132
124314,58635.81194
124315,202160.8614
124316,223495.8867
124317,74167.82398
124318,136064.7245
124319,54409.82324
124320,164199.9927
124321,41016.67309
124322,156287.4049
124323,120556.8814
124324,37908.58275
124325,12870.51134
124326,62219.56972
124327,157547.6926
124328,45143.9681
124329,64686.396
124330,94540.41805
124331,42726.32328
124332,82218.20437
124333,121810.0627
124334,132880.6191
124335,72966.97717
124336,110847.674
124337,29909.65101
124338,29926.05791
124339,34425.71686
124340,44781.34379
124341,64720.35538
124342,150025.3358
124343,26765.04277
124344,288167.5477
124345,362209.2843
124346,114563.9648
124347,15460.02882
124348,19403.05694
124349,73144.07428
124350,381524.1039
124351,457060.7605
124352,52089.9453
124353,29413.27691
124354,8077.748581
124355,33165.48998
124356,136290.8907
124357,73185.27445
124358,78911.02147
124359,62813.23224
124360,932307.2964
124361,22751.42582
124362,43344.53845
124363,82958.56487
124364,39813.67396
124365,68175.55917
124366,37405.82008
124367,135252.3505
124368,60184.34011
124369,229753.1446
124370,35332.81798
124371,67559.49363
124372,57386.82852
124373,42134.83384
124374,451052.735
124375,23680.93548
124376,34722.76116
124377,154005.0708
124378,25187.85526
124379,60759.15371
124380,100435.8325
124381,24913.82557
124382,83888.07612
124383,113233.0401
124384,33380.45166
124385,91535.97453
124386,311341.8348
124387,126297.2235
124388,367711.1928
124389,51078.97292
124390,25061.7007
124391,26308.07936
124392,32193.54222
124393,11487.53468
124394,108571.4472
124395,52153.50223
124396,82582.44542
124397,104373.22
124398,166502.5604
124399,30650.84694
124400,68407.78571
124401,281952.8498
124402,44926.69958
124403,70846.31589
124404,27833.23736
124405,89260.07607
124406,39848.88133
124407,42064.04806
124408,42375.37999
124409,59767.2962
124410,40416.25961
124411,219569.7992
124412,25280.42122
124413,52965.31397
124414,148006.7628
124415,25807.25066
124416,146620.9816
124417,423729.6055
124418,84956.75546
124419,15215.02461
124420,85286.74307
124421,280883.0191
124422,161809.0721
124423,40071.62943
124424,521336.671
124425,46642.65079
124426,37084.53103
124427,401947.7118
124428,17970.23784
124429,329441.5987
124430,295902.8293
124431,81942.31757
124432,35549.28443
124433,7939.501634
124434,48961.701
124435,110837.2224
124436,118666.4562
124437,37861.48437
124438,5270.136104
124439,17077.61753
124440,34038.9817
124441,89476.74777
124442,67747.53081
124443,44499.74858
124444,205004.103
124445,22029.18473
124446,502007.9049
124447,23413.84226
124448,82797.95371
124449,31678.5001
124450,639926.3897
124451,26297.49985
124452,200225.0653
124453,138028.3611
124454,4331.781548
124455,95420.46649
124456,97114.05462
124457,427932.3782
124458,162066.7213
124459,118230.0498
124460,73581.79581
124461,63834.05528
124462,17338.6364
124463,31449.19992
124464,29411.10656
124465,265780.4809
124466,32323.92836
124467,74664.3133
124468,33261.18601
124469,310488.4707
124470,9705.814294
124471,26246.28143
124472,37264.83114
124473,38735.12593
124474,130316.358
124475,28994.8297
124476,62348.52721
124477,44069.65596
124478,83757.6086
124479,252495.5727
124480,202381.2523
124481,25641.31357
124482,117037.0852
124483,66905.5901
124484,113696.7831
124485,50331.54468
124486,140496.3796
124487,57035.51179
124488,36365.73325
124489,358234.1289
124490,31627.9934
124491,94624.40552
124492,71767.91215
124493,226959.7736
124494,98600.26496
124495,84506.58094
124496,13453.29302
124497,69408.16601
124498,36858.31352
124499,130069.6743
124500,33203.88274
124501,3781.59342
124502,168900.1467
124503,68274.75888
124504,75912.32709
124505,25679.99903
124506,73547.46519
124507,27376.47166
124508,26623.56038
124509,35165.71705
124510,32184.59882
124511,23030.00813
124512,119867.7113
124513,130146.6145
124514,52286.21824
124515,44561.29069
124516,18591.71978
124517,75950.67039
124518,43139.32907
124519,209208.377
124520,44483.63233
124521,195240.3343
124522,91232.73831
124523,45156.19729
124524,380762.9072
124525,21342.07847
124526,18591.23127
124527,61170.21196
124528,75416.88344
124529,41734.4172
124530,122061.8566
124531,69316.10423
124532,210458.5203
124533,11049.80278
124534,61422.58919
124535,88268.43264
124536,23831.27028
124537,77841.42305
124538,36513.16746
124539,231913.5518
124540,158892.5937
124541,46496.11402
124542,147316.9345
124543,46432.3908
124544,20919.12987
124545,243553.3831
124546,399176.3964
124547,952328.0504
124548,96380.92114
124549,19394.36417
124550,113192.3699
124551,85003.10578
124552,82472.83084
124553,149096.424
124554,125422.2749
124555,53181.46863
124556,38808.52994
124557,600940.7824
124558,88677.06655
124559,29723.86962
124560,197630.1564
124561,169540.7466
124562,155534.0965
124563,143469.8931
124564,32118.0077
124565,93721.03488
124566,50011.9728
124567,59406.26592
124568,13618.2024
124569,103662.1083
124570,100450.8638
124571,24024.22074
124572,62585.4707
124573,326913.8467
124574,20810.81836
124575,97103.34082
124576,223907.5456
124577,81016.66999
124578,126864.1742
124579,17505.92384
124580,19465.96577
124581,18872.92576
124582,231338.4038
124583,31704.86565
124584,224900.1428
124585,24635.88717
124586,17103.73946
124587,14638.85259
124588,3768.447695
124589,68009.19308
124590,91688.2985
124591,25177.26346
124592,16522.41779
124593,132000.4851
124594,67200.14792
124595,62477.13719
124596,143678.2672
124597,43178.93748
124598,64977.6923
124599,57122.92193
124600,17518.28537
124601,61523.3339
124602,38572.29224
124603,68351.49691
124604,69125.18976
124605,46007.96595
124606,43754.7086
124607,106659.6634
124608,43541.67203
124609,54091.30221
124610,31518.6031
124611,96176.38645
124612,84055.65992
124613,73373.48553
124614,199186.193
124615,28454.25723
124616,45849.55922
124617,141051.8011
124618,141683.6791
124619,481245.8405
124620,221619.0799
124621,23596.43662
124622,31433.14145
124623,30836.85783
124624,343403.0512
124625,312524.5243
124626,32585.6642
124627,123546.5625
124628,32485.42235
124629,83490.27902
124630,46756.69141
124631,447880.3814
124632,86296.26082
124633,76793.62935
124634,46987.37295
124635,128337.1058
124636,14569.63945
124637,142130.941
124638,258731.5405
124639,274925.3069
124640,207747.5809
124641,32709.40841
124642,175035.0877
124643,17620.71529
124644,56539.55509
124645,621718.2709
124646,6926.354183
124647,117883.2131
124648,114390.7793
124649,277941.1598
124650,8986.838431
124651,198372.1336
124652,94236.95682
124653,60281.73235
124654,224751.5021
124655,222321.8277
124656,38486.73141
124657,80580.70397
124658,97768.7222
124659,98366.35201
124660,70463.50109
124661,79183.12396
124662,23036.03953
124663,55176.60167
124664,56662.43633
124665,61393.51158
124666,43141.99512
124667,90775.23407
124668,39225.85235
124669,260849.2388
124670,48582.2909
124671,67815.26896
124672,508734.571
124673,248699.2132
124674,46973.39195
124675,8330.683755
124676,26760.95296
124677,154938.4098
124678,38068.12647
124679,86798.97023
124680,11228.05094
124681,52083.55285
124682,18171.49235
124683,5558.474944
124684,80825.06108
124685,37397.62256
124686,61597.86707
124687,36183.81821
124688,23201.98129
124689,22900.03215
124690,160174.1801
124691,32682.39224
124692,37880.16077
124693,32213.90173
124694,61628.18162
124695,21870.71216
124696,119721.981
124697,44738.5742
124698,98889.95949
124699,122469.0019
124700,57789.29622
124701,83015.12019
124702,860539.9777
124703,7635.221547
124704,679675.4993
124705,15656.83445
124706,48057.49771
124707,65158.99986
124708,112073.6598
124709,185185.1136
124710,133737.4875
124711,15824.75684
124712,14893.53327
124713,151532.9315
124714,872260.7472
124715,147529.3265
124716,200344.9013
124717,103931.5434
124718,294539.8585
124719,47836.20768
124720,91382.55279
124721,250375.9114
124722,83490.92189
124723,18911.00039
124724,34995.2186
124725,1254284.243
124726,154254.1393
124727,127821.7014
124728,37483.02743
124729,72970.76953
124730,35240.99506
124731,49868.46729
124732,99853.65507
124733,18678.2836
124734,27488.90464
124735,10932.68488
124736,227822.3647
124737,73731.29363
124738,30945.09106
124739,53060.41045
124740,29086.7305
124741,73046.82008
124742,235843.2405
124743,69489.01637
124744,5166.534596
124745,32506.57472
124746,294287.1169
124747,108285.2013
124748,79375.80533
124749,21596.01162
124750,244448.8147
124751,9836.269902
124752,47632.78453
124753,21529.42592
124754,78145.63159
124755,453624.2312
124756,53133.30811
124757,19565.53635
124758,8100.342626
124759,30765.68633
124760,12944.70393
124761,30907.17506
124762,43079.71437
124763,55871.40917
124764,252463.9012
124765,506854.4217
124766,518402.8927
124767,27451.51159
124768,62932.88545
124769,44688.42656
124770,45045.15518
124771,145201.5592
124772,138740.1187
124773,193613.7306
124774,31997.62467
124775,65303.46332
124776,199789.7689
124777,66977.00788
124778,28919.45885
124779,194128.5202
124780,142570.9428
124781,60359.49426
124782,70234.3441
124783,28357.8358
124784,33860.69355
124785,120735.9597
124786,4374.366053
124787,128860.9594
124788,10234.66489
124789,237586.7366
124790,124849.8536
124791,226005.4416
124792,66466.2083
124793,3688.245715
124794,37272.11235
124795,68365.11836
124796,166597.115
124797,30136.79245
124798,20637.42471
124799,18216.2938
124800,1197369.217
124801,377027.2354
124802,68236.64353
124803,13894.05551
124804,92341.82443
124805,18310.99744
124806,57349.01197
124807,93805.33512
124808,216927.723
124809,41314.36077
124810,86873.42792
124811,38570.77902
124812,44577.4918
124813,27378.11689
124814,109299.1172
124815,279576.8189
124816,61600.07187
124817,141415.4449
124818,38897.22503
124819,19925.65386
124820,105134.5737
124821,612245.986
124822,151147.049
124823,52096.79447
124824,147550.6143
124825,45223.36258
124826,189182.4986
124827,70785.73907
124828,198319.518
124829,114161.9798
124830,29671.64539
124831,63691.11153
124832,192716.3131
124833,95065.15884
124834,135393.9295
124835,39778.29133
124836,34818.48784
124837,75333.28517
124838,218167.2584
124839,68371.01551
124840,47060.04206
124841,25121.47665
124842,12659.56178
124843,12742.45382
124844,40457.75068
124845,18645.53111
124846,29656.11664
124847,64715.67029
124848,32391.78428
124849,94508.98569
124850,128985.1346
124851,46427.03793
124852,200637.7135
124853,126439.2054
124854,334481.1689
124855,29515.30303
124856,381889.5993
124857,21177.58829
124858,49439.92566
124859,32432.60972
124860,33108.93642
124861,116681.3742
124862,51069.05211
124863,100419.9718
124864,68678.80829
124865,51519.63536
124866,244782.0377
124867,82132.90182
124868,51201.44509
124869,46312.31883
124870,712234.7056
124871,91197.81642
124872,55683.17169
124873,29428.37481
124874,35171.98938
124875,261978.4219
124876,164617.4182
124877,420789.9562
124878,29055.64747
124879,15638.0857
124880,45251.81993
124881,52589.13864
124882,25945.91671
124883,376412.8135
124884,109484.206
124885,130582.8429
124886,19391.40162
124887,46541.8025
124888,22516.65682
124889,44706.66472
124890,197523.3764
124891,45053.34863
124892,79009.86037
124893,157595.7728
124894,70867.64428
124895,7316.398516
124896,103106.0882
124897,25320.17791
124898,5048.050878
124899,89014.77117
124900,194327.3246
124901,51603.30345
124902,103595.1436
124903,76674.43325
124904,668687.4986
124905,23844.10439
124906,66598.29134
124907,24463.27355
124908,204562.8417
124909,51828.6402
124910,39501.76893
124911,126334.1704
124912,36448.07448
124913,129530.2714
124914,483953.2596
124915,39645.34753
124916,78372.58729
124917,92035.94066
124918,217883.6386
124919,80499.53453
124920,65310.34296
124921,256293.6439
124922,113727.8877
124923,85611.49151
124924,88169.03835
124925,101800.1025
124926,129615.1801
124927,118424.2969
124928,135099.1322
124929,67038.2138
124930,155437.3877
124931,264176.8768
124932,183393.7613
124933,45004.79115
124934,23448.21442
124935,427736.1739
124936,688730.97
124937,231199.7772
124938,26104.36492
124939,188906.3605
124940,72337.71524
124941,50051.21389
124942,190380.9224
124943,8872.712234
124944,490921.6079
124945,31878.36765
124946,135065.5145
124947,42392.87479
124948,133700.3851
124949,97583.33573
124950,21569.05329
124951,148944.651
124952,33178.62286
124953,47107.59907
124954,229013.8497
124955,91832.59423
124956,28381.14395
124957,201431.717
124958,87538.74988
124959,29321.77266
124960,14245.4948
124961,19722.677
124962,11794.87607
124963,42069.25729
124964,25791.68337
124965,125198.9553
124966,31213.53219
124967,30147.68446
124968,72586.40777
124969,316353.7066
124970,123433.5253
124971,333741.8196
124972,34129.68285
124973,80507.79573
124974,464332.9059
124975,31368.34315
124976,67038.5625
124977,34899.7136
124978,32526.14088
124979,28332.23559
124980,13750.28377
124981,555125.0449
124982,118687.8439
124983,55283.00923
124984,24463.29619
124985,400809.9318
124986,127014.6999
124987,236141.2991
124988,542230.6294
124989,32347.81081
124990,227710.629
124991,166538.0221
124992,150726.7784
124993,44528.99559
124994,629441.7957
124995,60520.01468
124996,83313.90954
124997,6114.983298
124998,24100.07609
124999,64910.50843
125000,74877.81302
125001,87247.7424
125002,48123.90855
125003,166412.8525
125004,68670.59601
125005,142891.6257
125006,570349.4191
125007,46961.08964
125008,42398.21303
125009,63581.61286
